RefID,VegID,CAS,ERuggh,ERnmm2s,J-rating,Position,ClassPlusID,Veg_Description,Approach,platform,Comments,Comments2
Aydin2014,15,7,0.0204,-999,0,2,7,Abies cilicica,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,1469,3,0.0645,-999,0,2,3,Alnus glutinosa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,1469,4,0.4222,-999,0,2,4,Alnus glutinosa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,1469,5,0.0093,-999,0,2,5,Alnus glutinosa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,1469,6,0.0187,-999,0,2,6,Alnus glutinosa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,1469,7,0.0023,-999,0,2,7,Alnus glutinosa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,7561,3,0.0296,-999,0,2,3,Carpinus betulus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,7561,4,0.4102,-999,0,2,4,Carpinus betulus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,7561,5,0.0043,-999,0,2,5,Carpinus betulus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,7561,6,0.0086,-999,0,2,6,Carpinus betulus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,7561,7,0.001,-999,0,2,7,Carpinus betulus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,7674,3,6.9882,-999,0,2,3,Castanea sativa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,7674,4,2.8141,-999,0,2,4,Castanea sativa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,7674,5,1.0164,-999,0,2,5,Castanea sativa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,7674,6,2.0329,-999,0,2,6,Castanea sativa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,7674,7,0.2541,-999,0,2,7,Castanea sativa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,8049,3,0.2552,-999,0,2,3,Cedrus libani,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,8049,4,0.4881,-999,0,2,4,Cedrus libani,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,8049,5,0.0371,-999,0,2,5,Cedrus libani,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,8049,6,0.0742,-999,0,2,6,Cedrus libani,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,8049,7,0.0092,-999,0,2,7,Cedrus libani,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,11336,3,0.1955,-999,0,2,3,Cupressus sempervirens,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,11336,4,0.4675,-999,0,2,4,Cupressus sempervirens,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,11336,5,0.0284,-999,0,2,5,Cupressus sempervirens,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,11336,6,0.0568,-999,0,2,6,Cupressus sempervirens,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,11336,7,0.0071,-999,0,2,7,Cupressus sempervirens,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,16009,3,0.082,-999,0,2,3,Eucalyptus camaldulensis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,16009,4,0.4283,-999,0,2,4,Eucalyptus camaldulensis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,16009,5,0.0119,-999,0,2,5,Eucalyptus camaldulensis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,16009,6,0.0238,-999,0,2,6,Eucalyptus camaldulensis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,16009,7,0.0029,-999,0,2,7,Eucalyptus camaldulensis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,17166,3,0.0053,-999,0,2,3,Fraxinus excelsior,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,17166,4,0.4018,-999,0,2,4,Fraxinus excelsior,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,17166,5,0.0007,-999,0,2,5,Fraxinus excelsior,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,17166,6,0.0015,-999,0,2,6,Fraxinus excelsior,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,17166,7,0.0001,-999,0,2,7,Fraxinus excelsior,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,17173,3,0.0024,-999,0,2,3,Fraxinus ornus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,17173,4,0.4008,-999,0,2,4,Fraxinus ornus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,17173,5,0.0003,-999,0,2,5,Fraxinus ornus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,17173,6,0.0007,-999,0,2,6,Fraxinus ornus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21179,3,0.9851,-999,0,2,3,Juniperus excelsa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21179,4,0.7403,-999,0,2,4,Juniperus excelsa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21179,5,0.1432,-999,0,2,5,Juniperus excelsa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21179,6,0.2865,-999,0,2,6,Juniperus excelsa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21179,7,0.0358,-999,0,2,7,Juniperus excelsa,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21190,3,0.2436,-999,0,2,3,Juniperus oxycedrus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21190,4,0.4841,-999,0,2,4,Juniperus oxycedrus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21190,5,0.0354,-999,0,2,5,Juniperus oxycedrus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21190,6,0.0708,-999,0,2,6,Juniperus oxycedrus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21190,7,0.0088,-999,0,2,7,Juniperus oxycedrus,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21192,3,0.2965,-999,0,2,3,Juniperus phoenicea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21192,4,0.5024,-999,0,2,4,Juniperus phoenicea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21192,5,0.0431,-999,0,2,5,Juniperus phoenicea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21192,6,0.0862,-999,0,2,6,Juniperus phoenicea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,21192,7,0.0107,-999,0,2,7,Juniperus phoenicea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,22884,3,0.5435,-999,0,2,3,Liquidambar orientalis,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2011.7,
Aydin2014,22884,3,0.6357,-999,0,2,3,Liquidambar orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,22884,4,0.5877,-999,0,2,4,Liquidambar orientalis,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2011.7,
Aydin2014,22884,4,0.6196,-999,0,2,4,Liquidambar orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,22884,5,0.079,-999,0,2,5,Liquidambar orientalis,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2011.7,
Aydin2014,22884,5,0.0924,-999,0,2,5,Liquidambar orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,22884,6,0.1581,-999,0,2,6,Liquidambar orientalis,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2011.7,
Aydin2014,22884,6,0.1849,-999,0,2,6,Liquidambar orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,22884,7,0.0197,-999,0,2,7,Liquidambar orientalis,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2011.7,
Aydin2014,22884,7,0.0231,-999,0,2,7,Liquidambar orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,29970,3,1.8926,-999,0,2,3,Picea orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,29970,4,1.0538,-999,0,2,4,Picea orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,29970,5,0.2752,-999,0,2,5,Picea orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,29970,6,0.5505,-999,0,2,6,Picea orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,29970,7,0.0688,-999,0,2,7,Picea orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30078,3,0.7619,-999,0,2,3,Pinus sylvestris,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30078,4,0.6632,-999,0,2,4,Pinus sylvestris,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30078,5,0.1108,-999,0,2,5,Pinus sylvestris,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30078,6,0.2216,-999,0,2,6,Pinus sylvestris,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30078,7,0.0277,-999,0,2,7,Pinus sylvestris,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30090,3,5.1441,-999,0,2,3,Pinus brutia,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30090,4,2.177,-999,0,2,4,Pinus brutia,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30090,5,0.7482,-999,0,2,5,Pinus brutia,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30090,6,1.4964,-999,0,2,6,Pinus brutia,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30090,7,0.187,-999,0,2,7,Pinus brutia,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30117,3,1.8489,-999,0,2,3,Pinus halepensis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30117,4,1.0387,-999,0,2,4,Pinus halepensis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30117,5,0.2689,-999,0,2,5,Pinus halepensis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30117,6,0.5378,-999,0,2,6,Pinus halepensis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30117,7,0.0672,-999,0,2,7,Pinus halepensis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30138,3,1.6888,-999,0,2,3,Pinus nigra,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30138,4,0.9834,-999,0,2,4,Pinus nigra,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30138,5,0.2456,-999,0,2,5,Pinus nigra,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30138,6,0.4912,-999,0,2,6,Pinus nigra,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30138,7,0.0614,-999,0,2,7,Pinus nigra,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30146,3,0.2829,-999,0,2,3,Pinus pinaster,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30146,4,0.4977,-999,0,2,4,Pinus pinaster,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30146,5,0.0411,-999,0,2,5,Pinus pinaster,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30146,6,0.0823,-999,0,2,6,Pinus pinaster,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30146,7,0.0102,-999,0,2,7,Pinus pinaster,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30147,3,0.5386,-999,0,2,3,Pinus pinea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30147,4,0.586,-999,0,2,4,Pinus pinea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30147,5,0.0783,-999,0,2,5,Pinus pinea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30147,6,0.1567,-999,0,2,6,Pinus pinea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30147,7,0.0195,-999,0,2,7,Pinus pinea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30154,3,0.1596,-999,0,2,3,Pinus radiata,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30154,4,0.4551,-999,0,2,4,Pinus radiata,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30154,5,0.0232,-999,0,2,5,Pinus radiata,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30154,6,0.0464,-999,0,2,6,Pinus radiata,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30154,7,0.0058,-999,0,2,7,Pinus radiata,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30542,3,0.0131,-999,0,2,3,Platanus orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30542,4,0.4045,-999,0,2,4,Platanus orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30542,5,0.0019,-999,0,2,5,Platanus orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30542,6,0.0038,-999,0,2,6,Platanus orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,30542,7,0.0004,-999,0,2,7,Platanus orientalis,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,31279,3,0.0339,-999,0,2,3,Populus deltoides,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,31279,4,0.4117,-999,0,2,4,Populus deltoides,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,31279,5,0.0049,-999,0,2,5,Populus deltoides,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,31279,6,0.0098,-999,0,2,6,Populus deltoides,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,31279,7,0.0012,-999,0,2,7,Populus deltoides,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,31295,3,0.114,-999,0,2,3,Populus tremula,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,31295,4,0.4393,-999,0,2,4,Populus tremula,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,31295,5,0.0165,-999,0,2,5,Populus tremula,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,31295,6,0.0331,-999,0,2,6,Populus tremula,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,31295,7,0.0041,-999,0,2,7,Populus tremula,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,32446,3,0.0097,-999,0,2,3,Quercus cerris,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,32446,4,0.4033,-999,0,2,4,Quercus cerris,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,32446,5,0.0014,-999,0,2,5,Quercus cerris,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,32446,6,0.0028,-999,0,2,6,Quercus cerris,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,32446,7,0.0003,-999,0,2,7,Quercus cerris,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,32543,3,0.0058,-999,0,2,3,Quercus petraea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,32543,4,0.402,-999,0,2,4,Quercus petraea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,32543,5,0.0008,-999,0,2,5,Quercus petraea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,32543,6,0.0016,-999,0,2,6,Quercus petraea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,32543,7,0.0002,-999,0,2,7,Quercus petraea,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,33417,3,0.0363,-999,0,2,3,Robinia pseudoacacia,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,33417,4,0.4125,-999,0,2,4,Robinia pseudoacacia,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,33417,5,0.0052,-999,0,2,5,Robinia pseudoacacia,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,33417,6,0.0105,-999,0,2,6,Robinia pseudoacacia,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,33417,7,0.0013,-999,0,2,7,Robinia pseudoacacia,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,42408,3,0.0266,-999,0,2,3,Quercus vulcanica,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2012.8,
Aydin2014,42408,3,0.0305,-999,0,2,3,Quercus vulcanica,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,42408,4,0.4092,-999,0,2,4,Quercus vulcanica,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2012.8,
Aydin2014,42408,4,0.4105,-999,0,2,4,Quercus vulcanica,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,42408,5,0.0038,-999,0,2,5,Quercus vulcanica,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2012.8,
Aydin2014,42408,5,0.0044,-999,0,2,5,Quercus vulcanica,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,42408,6,0.0077,-999,0,2,6,Quercus vulcanica,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2012.8,
Aydin2014,42408,6,0.0088,-999,0,2,6,Quercus vulcanica,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,42408,7,0.0009,-999,0,2,7,Quercus vulcanica,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2012.8,
Aydin2014,42408,7,0.0011,-999,0,2,7,Quercus vulcanica,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,42409,3,0.1596,-999,0,2,3,Abies nordmanniana,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
Aydin2014,42409,3,0.7667,-999,0,2,3,Abies nordmanniana,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2011.7,
Aydin2014,42409,3,1.1016,-999,0,2,3,Abies nordmanniana,Enclosure,Enclosure,middle age trees (20-40 years old); midday (10:00-14:00); sunlit; 2012.6,
Aydin2014,42409,3,1.1161,-999,0,2,3,Abies nordmanniana,Enclosure,Enclosure,middle age trees; 2011.6-10; 2012.5-11,
